timestamp,times,matdate,media,frame,media_path,link,temperature,temperature_std,conductivity,conductivity_std,pressure,pressure_std,depth,depth_std,salinity,salinity_std,density,density_std,latitude,latitude_std,longitude,longitude_std,nitrate,nitrate_std,chlorophyll,chlorophyll_std,backscattering,backscattering_std,par,par_std,oxygen_concentration,oxygen_concentration_std,oxygen_saturation,oxygen_saturation_std,pitch,pitch_std,roll,roll_std,heading,heading_std,altitude,altitude_std
3774279372.670103,2023-08-07 18:56:12.670103,739105.7890277777,,,,,14.950552631578947,0.009525378245794532,3.9643260526315784,0.000409175436329792,9.863394736842105,0.06961265009056743,9.795504990868421,0.06913350621999538,32.06883684210526,0.0074408449481142055,1023.7685325675008,0.007881343766262247,41.14353500000001,0.0,70.88472833333334,0.0,,,,,,,,,,,,,,,,,,,,
3774279375.0452337,2023-08-07 18:56:15.045234,739105.7890625,,,,,14.881376612903226,0.02039178229758639,3.959910241935484,0.0019385562528307758,10.020153225806451,0.09567605650084673,9.951184511153226,0.09501751820395095,32.08579858870968,0.006697777260128824,1023.7970783572979,0.007230763881608389,41.14349259744624,5.218966882517964e-05,70.88472857526882,9.46220510580268e-07,-0.10901894483999168,0.034345179245272715,2.395276,0.041952247456681725,0.0016387966,2.274814013093525e-05,61.20745116674767,8.93305098008335,,,,,-16.779090909090908,1.8561324590738952,9.699545454545454,0.9178052354483769,344.1545454545454,1.4692814157906942,21.295454545454547,0.1326552019236426
3774279406.046751,2023-08-07 18:56:46.046751,739105.7894212963,,,,,14.842748351648352,0.021272734729497877,3.9555266813186813,0.0023289768644674256,10.104621978021978,0.1682686321200398,10.035071864947254,0.16711043912515441,32.07795384615385,0.00835120751104748,1023.7996493493713,0.006884452724498656,41.14324028205129,7.985018588886321e-05,70.88473488278389,2.030345930151546e-06,-0.0962515983320699,0.051454494523303966,2.3725,0.031037384406055055,0.0016505002222222222,1.898790658314542e-05,49.29751593092809,5.453002667855224,,,,,-16.55607142857143,2.1501685365221346,9.481428571428571,1.6305616262292009,345.1535714285714,1.6870930824299752,21.307142857142857,0.18444826922789076
3774279431.045756,2023-08-07 18:57:11.045756,739105.7897106481,,,,,14.820784000000002,0.0025698054401061925,3.9533544000000003,0.000254166612021778,10.603320000000002,0.015339817469579057,10.53033734844,0.015234233505935774,32.076188,0.002656332057563071,1023.8051919332981,0.0024228107082467387,41.143134133333334,5.4031883485483385e-06,70.88473666666667,0.0,-0.0692667863217517,0.0947807271151194,2.3652,,0.001645124,,46.78672790218653,,,,,,-18.880000000000003,2.064751801064716,10.725000000000001,1.0535891039679555,344.95000000000005,1.2020815280171429,20.799999999999997,0.14142135623730775
3774279436.046048,2023-08-07 18:57:16.046048,739105.7897685185,,,,,14.84653275862069,0.01654560958965934,3.9562240086206897,0.001813974755781892,10.42502801724138,0.08195875056595461,10.353272549398708,0.08139462848580929,32.081019396551724,0.0036764516625774745,1023.8026334996307,0.002566514286136797,41.14295800646552,7.9434993075645e-05,70.8847348132184,3.945096834799344e-06,-0.09497741665711186,0.05972930430983791,2.3386071428571427,0.027112057295484854,0.0016503746785714285,2.2412575922580847e-05,49.03562033600134,5.79495330956339,,,,,-17.10551724137931,1.724296101119229,9.888965517241378,1.4930537853377321,343.4448275862069,1.9012376057446794,21.20344827586207,0.1614283534590274
3774279465.0445375,2023-08-07 18:57:45.044538,739105.7901041667,,,,,14.824755263157893,0.002699599710417388,3.9541051315789475,0.00029453915832980025,10.434671052631579,0.04118588371692245,10.362849211776316,0.0409024012792997,32.079786842105264,0.0013575804069744211,1023.8063669420691,0.0011928103119653731,41.14280335526316,1.2825014393735649e-05,70.88472425438596,1.0678721234698157e-06,-0.14010149897631702,0.11295868525264141,2.359725,0.021798375321722192,0.001654429,2.4921655228602594e-05,55.844852132386514,16.4010281071833,,,,,-16.524,0.9362051057327121,9.616,0.9109500535155589,342.12,0.7694153624668775,21.22,0.14832396974191422
3774279469.7966,2023-08-07 18:57:49.796599,739105.790150463,,,,,14.73608472906404,0.07136849301580553,3.946155320197044,0.006203408219324615,11.037945812807882,0.34142584254872227,10.961971631778326,0.3390758084744533,32.08065073891626,0.006022436346716551,1023.8285403671846,0.019209613800707886,41.14272172413793,3.585409994213022e-05,70.88472047619048,1.5531851571059675e-06,-0.10512228118724877,0.03248351222038032,2.49295,0.12813338575661914,0.00173491725,6.125707789030667e-05,46.42844128068355,8.938572053197959,,,,,-18.459230769230768,0.9980686477597746,10.66,1.0601808021905195,340.4692307692308,0.8750091574612529,20.661538461538463,0.3686426940784746
3774279481.0441513,2023-08-07 18:58:01.044151,739105.7902893518,,,,,14.566666666666666,0.0353002554860907,3.9310764814814814,0.0031923785743977057,12.123000000000001,0.2782974271241575,12.039557391,0.27638190593325895,32.0832287037037,0.0061323571252296545,1023.8711803156938,0.010304165683941095,41.14262961419753,1.8772848989958595e-05,70.8847138580247,1.8178780511531917e-06,-0.09745884146325934,0.07570808071597218,2.68275,0.022021330568337504,0.0018191275,4.4520316803679624e-05,24.743866124679418,3.4410069768385694,,,,,-16.537142857142857,1.3336755513206637,8.794285714285715,1.097844207873733,340.88571428571424,0.8355209381549069,19.785714285714285,0.3436498771936917
3774279489.238569,2023-08-07 18:58:09.238569,739105.7903819444,,,,,14.461265591397849,0.025945035944002187,3.9213115053763437,0.0026628180341744805,13.00252688172043,0.2034958920319202,12.913030489193549,0.20209522980706346,32.08118494623656,0.004135949137604579,1023.8956672525336,0.004899902473610304,41.14256752688172,1.7045713085635042e-05,70.88471148745519,5.191016498600099e-07,-0.1713051552294315,0.02571428000258519,2.6182666666666665,0.04468331530523075,0.0018427001666666666,5.632920429197159e-05,29.666378582772136,1.5564965270182154,,,,,-17.3,1.4011423910509604,9.238,1.3022365376535867,341.14,1.3939153489362235,19.06,0.15165750888103338
3774279495.044593,2023-08-07 18:58:15.044593,739105.7904513889,,,,,14.399127777777778,0.0023277875270821553,3.9159911111111114,0.00029361617379889624,13.497166666666667,0.05463488435272198,13.404265668499999,0.05425883244372271,32.083933333333334,0.0009958738403420214,1023.9129984331017,0.0004780654018120719,41.142533333333326,4.850712494659157e-06,70.88471,0.0,-0.1632792572319999,,2.5696,,0.001762367,,29.63934012346861,,,,,,-16.1,0.2262741699796973,8.415,0.6858935777509522,341.54999999999995,0.49497474683059534,18.55,0.07071067811865576
